,my_id,pro_id,name,tags,dif,url
1203,4413,1028G,Guess the number,"dp,interactive",2900,/problemset/problem/1028/G
1204,4412,1028F,Make Symmetrical,brute force,2800,/problemset/problem/1028/F
1205,4411,1028E,Restore Array,constructive algorithms,2400,/problemset/problem/1028/E
1206,4410,1028D,Order book,"combinatorics,data structures,greedy",2100,/problemset/problem/1028/D
1207,4409,1028C,Rectangles,"geometry,implementation,sortings",1600,/problemset/problem/1028/C
1208,4408,1028B,Unnatural Conditions,"constructive algorithms,math",1300,/problemset/problem/1028/B
1209,4407,1028A,Find Square,implementation,800,/problemset/problem/1028/A
1210,4406,1027G,X-mouse in the Campus,"bitmasks,math,number theory",2800,/problemset/problem/1027/G
1211,4405,1027F,Session in BSU,"binary search,dfs and similar,dsu,graph matchings,graphs",2400,/problemset/problem/1027/F
1212,4404,1027E,Inverse Coloring,"combinatorics,dp,math",2100,/problemset/problem/1027/E
1213,4403,1027D,Mouse Hunt,"dfs and similar,graphs",1700,/problemset/problem/1027/D
1214,4402,1027C,Minimum Value Rectangle,greedy,1600,/problemset/problem/1027/C
1215,4401,1027B,Numbers on the Chessboard,"implementation,math",1300,/problemset/problem/1027/B
1216,4400,1027A,Palindromic Twist,"implementation,strings",1000,/problemset/problem/1027/A
1217,4399,1025G,Company Acquisitions,"constructive algorithms,math",3100,/problemset/problem/1025/G
1218,4398,1025F,Disjoint Triangles,geometry,2700,/problemset/problem/1025/F
1219,4397,1025E,Colored Cubes,"constructive algorithms,implementation,matrices",2600,/problemset/problem/1025/E
1220,4396,1025D,Recovering BST,"brute force,dp,math,number theory,trees",2000,/problemset/problem/1025/D
1221,4395,1025C,Plasticine zebra,"constructive algorithms,implementation",1600,/problemset/problem/1025/C
1222,4394,1025B,Weakened Common Divisor,"brute force,greedy,number theory",1600,/problemset/problem/1025/B
1223,4393,1025A,Doggo Recoloring,"implementation,sortings",900,/problemset/problem/1025/A
1224,4392,1023G,Pisces,"data structures,flows,trees",3300,/problemset/problem/1023/G
1225,4391,1023F,Mobile Phone Network,"dfs and similar,dsu,graphs,trees",2600,/problemset/problem/1023/F
1226,4390,1023E,Down or Right,"constructive algorithms,interactive,matrices",2100,/problemset/problem/1023/E
1227,4389,1023D,Array Restoration,"constructive algorithms,data structures",1700,/problemset/problem/1023/D
1228,4388,1023C,Bracket Subsequence,greedy,1200,/problemset/problem/1023/C
1229,4387,1023B,Pair of Toys,math,1100,/problemset/problem/1023/B
1230,4386,1023A,Single Wildcard Pattern Matching,"brute force,implementation,strings",1300,/problemset/problem/1023/A
1231,4385,1020B,Badge,"brute force,dfs and similar,graphs",1000,/problemset/problem/1020/B
1232,4384,1020A,New Building for SIS,math,1100,/problemset/problem/1020/A
1233,4383,1019E,Raining season,"data structures,divide and conquer,trees",3200,/problemset/problem/1019/E
1234,4382,1019D,Large Triangle,"binary search,geometry,sortings",2700,/problemset/problem/1019/D
1235,4381,1019C,Sergey's problem,"constructive algorithms,graphs",2800,/problemset/problem/1019/C
1236,4380,1019B,The hat,"binary search,interactive",2200,/problemset/problem/1019/B
1237,4379,1019A,Elections,"brute force,greedy",1800,/problemset/problem/1019/A
1238,4378,1017H,The Films,brute force,3300,/problemset/problem/1017/H
1239,4377,1017G,The Tree,data structures,3200,/problemset/problem/1017/G
1240,4376,1017F,The Neutral Zone,"brute force,math",2500,/problemset/problem/1017/F
1241,4375,1017E,The Supersonic Rocket,"geometry,hashing,strings",2400,/problemset/problem/1017/E
1242,4374,1017D,The Wu,"bitmasks,brute force,data structures",1900,/problemset/problem/1017/D
1243,4373,1017C,The Phone Number,"constructive algorithms,greedy",1600,/problemset/problem/1017/C
1244,4372,1017B,The Bits,"implementation,math",1200,/problemset/problem/1017/B
1245,4371,1017A,The Rank,implementation,700,/problemset/problem/1017/A
1246,4370,1016G,Appropriate Team,"bitmasks,math,number theory",2800,/problemset/problem/1016/G
1247,4369,1016F,Road Projects,"dfs and similar,dp,trees",2600,/problemset/problem/1016/F
1248,4368,1016E,Rest In The Shades,"binary search,geometry",2400,/problemset/problem/1016/E
1249,4367,1016D,Vasya And The Matrix,"constructive algorithms,flows,math",1800,/problemset/problem/1016/D
1250,4366,1016C,Vasya And The Mushrooms,"dp,implementation",1800,/problemset/problem/1016/C
1251,4365,1016B,Segment Occurrences,"brute force,implementation",1300,/problemset/problem/1016/B
1252,4364,1016A,Death Note,"greedy,implementation,math",900,/problemset/problem/1016/A
1253,4363,1015F,Bracket Substring,"dp,strings",2600,/problemset/problem/1015/F
1254,4362,1015E2,Stars Drawing (Hard Edition),"binary search,dp,greedy",2000,/problemset/problem/1015/E2
1255,4361,1015E1,Stars Drawing (Easy Edition),"brute force,dp,greedy",1700,/problemset/problem/1015/E1
1256,4360,1015D,Walking Between Houses,"constructive algorithms,greedy",1600,/problemset/problem/1015/D
1257,4359,1015C,Songs Compression,sortings,1100,/problemset/problem/1015/C
1258,4358,1015B,Obtaining the String,implementation,1300,/problemset/problem/1015/B
1259,4357,1015A,Points in Segments,implementation,700,/problemset/problem/1015/A
1260,4356,1013B,And,greedy,1200,/problemset/problem/1013/B
1261,4355,1013A,Piles With Stones,math,800,/problemset/problem/1013/A
1262,4354,1012F,Passports,"dp,implementation",3200,/problemset/problem/1012/F
1263,4353,1012E,Cycle sort,"dsu,math",3100,/problemset/problem/1012/E
1264,4352,1012D,AB-Strings,"constructive algorithms,strings",2700,/problemset/problem/1012/D
1265,4351,1012C,Hills,dp,2000,/problemset/problem/1012/C
1266,4350,1012B,Chemical table,"constructive algorithms,dfs and similar,dsu,graphs,matrices",1900,/problemset/problem/1012/B
1267,4349,1012A,Photo of The Sky,"brute force,implementation,math,sortings",1500,/problemset/problem/1012/A
1268,4348,1011B,Planning The Expedition,"binary search,brute force,implementation",1200,/problemset/problem/1011/B
1269,4347,1011A,Stages,"greedy,implementation,sortings",1000,/problemset/problem/1011/A
1270,4346,1010F,Tree,"fft,graphs,trees",3400,/problemset/problem/1010/F
1271,4345,1010E,Store,data structures,2700,/problemset/problem/1010/E
1272,4344,1010D,Mars rover,"dfs and similar,graphs,implementation,trees",2100,/problemset/problem/1010/D
1273,4343,1010C,Border,number theory,1800,/problemset/problem/1010/C
1274,4342,1010B,Rocket,"binary search,interactive",1800,/problemset/problem/1010/B
1275,4341,1010A,Fly,"binary search,math",1500,/problemset/problem/1010/A
1276,4340,1009G,Allowed Letters,"bitmasks,flows,graph matchings,graphs,greedy",2500,/problemset/problem/1009/G
1277,4339,1009F,Dominant Indices,"data structures,dsu,trees",2300,/problemset/problem/1009/F
1278,4338,1009E,Intercity Travelling,"combinatorics,math,probabilities",1900,/problemset/problem/1009/E
1279,4337,1009D,Relatively Prime Graph,"brute force,constructive algorithms,graphs,greedy,math",1700,/problemset/problem/1009/D
1280,4336,1009C,Annoying Present,"greedy,math",1700,/problemset/problem/1009/C
1281,4335,1009B,Minimum Ternary String,"greedy,implementation",1500,/problemset/problem/1009/B
1282,4334,1009A,Game Shopping,implementation,800,/problemset/problem/1009/A
1283,4333,1008B,Turn the Rectangles,"greedy,sortings",1100,/problemset/problem/1008/B
1284,4332,1008A,Romaji,"implementation,strings",900,/problemset/problem/1008/A
1285,4331,1007E,Mini Metro,dp,3500,/problemset/problem/1007/E
1286,4330,1007D,Ants,"2-sat,data structures,trees",3200,/problemset/problem/1007/D
1287,4329,1007C,Guess two numbers,"binary search,interactive",2800,/problemset/problem/1007/C
1288,4328,1007B,Pave the Parallelepiped,"bitmasks,brute force,combinatorics,math,number theory",2400,/problemset/problem/1007/B
1289,4327,1007A,Reorder the Array,"combinatorics,data structures,math,sortings,two pointers",1300,/problemset/problem/1007/A
1290,4326,1006F,Xor-Paths,"bitmasks,brute force,dp,meet-in-the-middle",2400,/problemset/problem/1006/F
1291,4325,1006E,Military Problem,"dfs and similar,graphs,trees",1600,/problemset/problem/1006/E
1292,4324,1006D,Two Strings Swaps,implementation,1700,/problemset/problem/1006/D
1293,4323,1006C,Three Parts of the Array,"binary search,data structures,two pointers",1300,/problemset/problem/1006/C
1294,4322,1006B,Polycarp's Practice,"greedy,implementation,sortings",1200,/problemset/problem/1006/B
1295,4321,1006A,Adjacent Replacements,implementation,700,/problemset/problem/1006/A
1296,4320,1005F,Berland and the Shortest Paths,"brute force,dfs and similar,graphs,shortest paths",2400,/problemset/problem/1005/F
1297,4319,1005E2,Median on Segments (General Case Edition),sortings,2600,/problemset/problem/1005/E2
1298,4318,1005E1,Median on Segments (Permutations Edition),sortings,1900,/problemset/problem/1005/E1
1299,4317,1005D,Polycarp and Div 3,"dp,greedy,number theory",1500,/problemset/problem/1005/D
1300,4316,1005C,Summarize to the Power of Two,"brute force,greedy,implementation",1400,/problemset/problem/1005/C
1301,4315,1005B,Delete from the Left,"brute force,implementation,strings",1000,/problemset/problem/1005/B
1302,4314,1005A,Tanya and Stairways,implementation,700,/problemset/problem/1005/A
1303,4313,1004F,Sonya and Bitwise OR,"bitmasks,data structures,divide and conquer",2900,/problemset/problem/1004/F
1304,4312,1004E,Sonya and Ice Cream,"binary search,data structures,dp,greedy,shortest paths,trees",2400,/problemset/problem/1004/E
1305,4311,1004D,Sonya and Matrix,"brute force,constructive algorithms,implementation",2200,/problemset/problem/1004/D
1306,4310,1004C,Sonya and Robots,"constructive algorithms,implementation",1400,/problemset/problem/1004/C
1307,4309,1004B,Sonya and Exhibition,"constructive algorithms,greedy,implementation,math",1400,/problemset/problem/1004/B
1308,4308,1004A,Sonya and Hotels,implementation,900,/problemset/problem/1004/A
1309,4307,1003F,Abbreviation,"dp,hashing,strings",2400,/problemset/problem/1003/F
1310,4306,1003E,Tree Constructing,"constructive algorithms,graphs",2200,/problemset/problem/1003/E
1311,4305,1003D,Coins and Queries,greedy,1600,/problemset/problem/1003/D
1312,4304,1003C,Intense Heat,"brute force,implementation,math",1300,/problemset/problem/1003/C
1313,4303,1003B,Binary String Constructing,constructive algorithms,1300,/problemset/problem/1003/B
1314,4302,1003A,Polycarp's Pockets,implementation,700,/problemset/problem/1003/A
1315,4301,1002E2,Another array reconstruction algorithm,,2400,/problemset/problem/1002/E2
1316,4300,1002E1,Bernstein-Vazirani algorithm,,2100,/problemset/problem/1002/E1
1317,4299,1002D3,Oracle for majority function,,2200,/problemset/problem/1002/D3
1318,4298,1002D2,Oracle for f(x) = b * x + (1 - b) * (1 - x) mod 2,,2100,/problemset/problem/1002/D2
1319,4297,1002D1,Oracle for f(x) = b * x mod 2,,2100,/problemset/problem/1002/D1
1320,4296,1002C2,Distinguish zero state and plus state without errors,,2400,/problemset/problem/1002/C2
1321,4295,1002C1,Distinguish zero state and plus state with minimum error,,2300,/problemset/problem/1002/C1
1322,4294,1002B4,Distinguish four 2-qubit states - 2,,2200,/problemset/problem/1002/B4
1323,4293,1002B3,Distinguish four 2-qubit states,,2100,/problemset/problem/1002/B3
1324,4292,1002B2,Distinguish GHZ state and W state,,2100,/problemset/problem/1002/B2
1325,4291,1002B1,Distinguish zero state and W state,,2000,/problemset/problem/1002/B1
1326,4290,1002A4,Generate W state,,2400,/problemset/problem/1002/A4
1327,4289,1002A3,Generate superposition of two basis states,,1900,/problemset/problem/1002/A3
1328,4288,1002A2,Generate superposition of zero state and a basis state,,1900,/problemset/problem/1002/A2
1329,4287,1002A1,Generate superposition of all basis states,,1900,/problemset/problem/1002/A1
1330,4286,1001I,Deutsch-Jozsa algorithm,*special problem,2700,/problemset/problem/1001/I
1331,4285,1001H,Oracle for f(x) = parity of the number of 1s in x,*special problem,2500,/problemset/problem/1001/H
1332,4284,1001G,Oracle for f(x) = k-th element of x,*special problem,2500,/problemset/problem/1001/G
1333,4283,1001F,Distinguish multi-qubit basis states,*special problem,2400,/problemset/problem/1001/F
1334,4282,1001E,Distinguish Bell states,*special problem,2400,/problemset/problem/1001/E
1335,4281,1001D,Distinguish plus state and minus state,*special problem,2300,/problemset/problem/1001/D
1336,4280,1001C,Generate GHZ state,*special problem,2300,/problemset/problem/1001/C
1337,4279,1001B,Generate Bell state,*special problem,2000,/problemset/problem/1001/B
1338,4278,1001A,Generate plus state or minus state,*special problem,2200,/problemset/problem/1001/A
1339,4277,1000G,Two-Paths,"data structures,dp,trees",2800,/problemset/problem/1000/G
1340,4276,1000F,One Occurrence,"data structures,divide and conquer",2400,/problemset/problem/1000/F
1341,4275,1000E,We Need More Bosses,"dfs and similar,graphs,trees",2100,/problemset/problem/1000/E
1342,4274,1000D,Yet Another Problem On a Subsequence,"combinatorics,dp",1900,/problemset/problem/1000/D
1343,4273,1000C,Covered Points Count,"data structures,implementation,sortings",1700,/problemset/problem/1000/C
1344,4272,1000B,Light It Up,greedy,1600,/problemset/problem/1000/B
1345,4271,1000A,Codehorses T-shirts,"greedy,implementation",1200,/problemset/problem/1000/A
1346,4270,999F,Cards and Joy,dp,2200,/problemset/problem/999/F
1347,4269,999E,Reachability from the Capital,"dfs and similar,graphs,greedy",1900,/problemset/problem/999/E
1348,4268,999D,Equalize the Remainders,"data structures,greedy,implementation",1900,/problemset/problem/999/D
1349,4267,999C,Alphabetic Removals,implementation,1200,/problemset/problem/999/C
1350,4266,999B,Reversing Encryption,implementation,900,/problemset/problem/999/B
1351,4265,999A,Mishka and Contest,"brute force,implementation",800,/problemset/problem/999/A
1352,4264,998B,Cutting,"dp,greedy,sortings",1200,/problemset/problem/998/B
1353,4263,998A,Balloons,"constructive algorithms,implementation",1000,/problemset/problem/998/A
1354,4262,997E,Good Subsegments,data structures,3000,/problemset/problem/997/E
1355,4261,997D,Cycles in product,"combinatorics,divide and conquer,trees",2800,/problemset/problem/997/D
1356,4260,997C,Sky Full of Stars,"combinatorics,math",2600,/problemset/problem/997/C
1357,4259,997B,Roman Digits,"brute force,combinatorics,dp,greedy,math",2000,/problemset/problem/997/B
1358,4258,997A,Convert to Ones,"brute force,greedy,implementation,math",1500,/problemset/problem/997/A
1359,4257,996B,World Cup,"binary search,math",1300,/problemset/problem/996/B
1360,4256,996A,Hit the Lottery,"dp,greedy",600,/problemset/problem/996/A
1361,4255,995F,Cowmpany Cowmpensation,"combinatorics,dp,math,trees",2700,/problemset/problem/995/F
1362,4254,995E,Number Clicker,"divide and conquer,graphs,meet-in-the-middle,number theory",2700,/problemset/problem/995/E
1363,4253,995D,Game,math,2400,/problemset/problem/995/D
1364,4252,995C,Leaving the Bar,"brute force,data structures,geometry,greedy,math,sortings",2200,/problemset/problem/995/C
1365,4251,995B,Suit and Tie,"greedy,implementation,math",1500,/problemset/problem/995/B
1366,4250,995A,Tesla,"constructive algorithms,implementation",2100,/problemset/problem/995/A
1367,4249,994B,Knights of a Polygonal Table,"greedy,implementation,sortings",1400,/problemset/problem/994/B
1368,4248,994A,Fingerprints,implementation,700,/problemset/problem/994/A
1369,4247,993F,The Moral Dilemma,,3100,/problemset/problem/993/F
1370,4246,993E,Nikita and Order Statistics,"chinese remainder theorem,fft,math",2300,/problemset/problem/993/E
1371,4245,993D,Compute Power,"binary search,dp,greedy",2400,/problemset/problem/993/D
1372,4244,993C,Careful Maneuvering,"bitmasks,brute force,geometry",2100,/problemset/problem/993/C
1373,4243,993B,Open Communication,"bitmasks,brute force",1900,/problemset/problem/993/B
1374,4242,993A,Two Squares,"geometry,implementation",1700,/problemset/problem/993/A
1375,4241,992E,Nastya and King-Shamans,"binary search,data structures",2600,/problemset/problem/992/E
1376,4240,992D,Nastya and a Game,"brute force,implementation,math",2100,/problemset/problem/992/D
1377,4239,992C,Nastya and a Wardrobe,math,1700,/problemset/problem/992/C
1378,4238,992B,Nastya Studies Informatics,"math,number theory",1700,/problemset/problem/992/B
1379,4237,992A,Nastya and an Array,"implementation,sortings",900,/problemset/problem/992/A
1380,4236,991F,Concise and clear,"brute force,greedy,implementation,math",2800,/problemset/problem/991/F
1381,4235,991E,Bus Number,"brute force,combinatorics,math",1800,/problemset/problem/991/E
1382,4234,991D,Bishwock,"dp,greedy",1500,/problemset/problem/991/D
1383,4233,991C,Candies,"binary search,implementation",1500,/problemset/problem/991/C
1384,4232,991B,Getting an A,"greedy,sortings",1100,/problemset/problem/991/B
1385,4231,991A,If at first you don't succeed...,implementation,1100,/problemset/problem/991/A
1386,4230,990G,GCD Counting,"divide and conquer,dp,dsu,number theory,trees",2400,/problemset/problem/990/G
1387,4229,990F,Flow Control,"dfs and similar,dp,greedy,trees",2500,/problemset/problem/990/F
1388,4228,990E,Post Lamps,"brute force,greedy",2000,/problemset/problem/990/E
1389,4227,990D,Graph And Its Complement,"constructive algorithms,graphs,implementation",1700,/problemset/problem/990/D
1390,4226,990C,Bracket Sequences Concatenation Problem,implementation,1500,/problemset/problem/990/C
1391,4225,990B,Micro-World,"greedy,sortings",1200,/problemset/problem/990/B
1392,4224,990A,Commentary Boxes,"implementation,math",1000,/problemset/problem/990/A
1393,4223,989E,A Trance of Nightfall,"dp,geometry,matrices,probabilities",2900,/problemset/problem/989/E
1394,4222,989D,A Shade of Moonlight,"binary search,geometry,math,sortings,two pointers",2500,/problemset/problem/989/D
1395,4221,989C,A Mist of Florescence,"constructive algorithms,graphs",1800,/problemset/problem/989/C
1396,4220,989B,A Tide of Riverscape,"constructive algorithms,strings",1300,/problemset/problem/989/B
1397,4219,989A,A Blend of Springtime,"implementation,strings",1000,/problemset/problem/989/A
1398,4218,988F,Rain and Umbrellas,dp,2300,/problemset/problem/988/F
1399,4217,988E,Divisibility by 25,"brute force,greedy",2100,/problemset/problem/988/E
1400,4216,988D,Points and Powers of Two,"brute force,math",1800,/problemset/problem/988/D
1401,4215,988C,Equal Sums,"implementation,sortings",1400,/problemset/problem/988/C
1402,4214,988B,Substrings Sort,"sortings,strings",1100,/problemset/problem/988/B
1403,4213,988A,Diverse Team,"brute force,implementation",800,/problemset/problem/988/A
1404,4212,987C,Three displays,"brute force,dp,implementation",1400,/problemset/problem/987/C
1405,4211,987B,High School: Become Human,math,1200,/problemset/problem/987/B
1406,4210,987A,Infinity Gauntlet,implementation,700,/problemset/problem/987/A
1407,4209,986F,Oppa Funcan Style Remastered,"graphs,math,number theory,shortest paths",3200,/problemset/problem/986/F
1408,4208,986E,Prince's Problem,"brute force,data structures,math,number theory,trees",2900,/problemset/problem/986/E
1409,4207,986D,Perfect Encoding,"fft,math",2600,/problemset/problem/986/D
1410,4206,986C,AND Graph,"bitmasks,dfs and similar,dsu,graphs",2300,/problemset/problem/986/C
1411,4205,986B,Petr and Permutations,"combinatorics,math",1800,/problemset/problem/986/B
1412,4204,986A,Fair,"graphs,greedy,number theory,shortest paths",1600,/problemset/problem/986/A
1413,4203,985G,Team Players,combinatorics,2700,/problemset/problem/985/G
1414,4202,985F,Isomorphic Strings,"hashing,strings",2400,/problemset/problem/985/F
1415,4201,985E,Pencils and Boxes,"binary search,data structures,dp,greedy,two pointers",2000,/problemset/problem/985/E
1416,4200,985D,Sand Fortress,"binary search,constructive algorithms,math",2100,/problemset/problem/985/D
1417,4199,985C,Liebig's Barrels,greedy,1500,/problemset/problem/985/C
1418,4198,985B,Switches and Lamps,implementation,1200,/problemset/problem/985/B
1419,4197,985A,Chess Placing,implementation,1200,/problemset/problem/985/A
1420,4196,984B,Minesweeper,implementation,1100,/problemset/problem/984/B
1421,4195,984A,Game,sortings,700,/problemset/problem/984/A
1422,4194,983E,NN country,"binary search,data structures,trees",2700,/problemset/problem/983/E
1423,4193,983D,Arkady and Rectangles,data structures,3300,/problemset/problem/983/D
1424,4192,983C,Elevator,"dp,graphs,shortest paths",2500,/problemset/problem/983/C
1425,4191,983B,XOR-pyramid,dp,1900,/problemset/problem/983/B
1426,4190,983A,Finite or not?,"implementation,math",1700,/problemset/problem/983/A
1427,4189,982F,The Meeting Place Cannot Be Changed,"dfs and similar,graphs",2800,/problemset/problem/982/F
1428,4188,982E,Billiard,"geometry,number theory",2500,/problemset/problem/982/E
1429,4187,982D,Shark,"brute force,data structures,dsu,trees",1900,/problemset/problem/982/D
1430,4186,982C,Cut 'em all!,"dfs and similar,dp,graphs,greedy,trees",1500,/problemset/problem/982/C
1431,4185,982B,Bus of Characters,"data structures,greedy,implementation",1300,/problemset/problem/982/B
1432,4184,982A,Row,"brute force,constructive algorithms",1200,/problemset/problem/982/A
1433,4183,981H,K Paths,"combinatorics,data structures,dp,fft,math",2900,/problemset/problem/981/H
1434,4182,981G,Magic multisets,data structures,2400,/problemset/problem/981/G
1435,4181,981F,Round Marriage,"binary search,graph matchings,greedy",2500,/problemset/problem/981/F
1436,4180,981E,Addition on Segments,"bitmasks,data structures,divide and conquer,dp",2100,/problemset/problem/981/E
1437,4179,981D,Bookshelves,"bitmasks,dp,greedy",1800,/problemset/problem/981/D
1438,4178,981C,Useful Decomposition,"implementation,trees",1400,/problemset/problem/981/C
1439,4177,981B,Businessmen Problems,sortings,1000,/problemset/problem/981/B
1440,4176,981A,Antipalindrome,"brute force,implementation,strings",1000,/problemset/problem/981/A
1441,4175,980F,Cactus to Tree,"dp,graphs,trees",2900,/problemset/problem/980/F
1442,4174,980E,The Number Games,"data structures,greedy,trees",2300,/problemset/problem/980/E
1443,4173,980D,Perfect Groups,"dp,math,number theory",2100,/problemset/problem/980/D
1444,4172,980C,Posterized,"games,greedy",1700,/problemset/problem/980/C
1445,4171,980B,Marlin,constructive algorithms,1600,/problemset/problem/980/B
1446,4170,980A,Links and Pearls,"implementation,math",900,/problemset/problem/980/A
1447,4169,979E,Kuro and Topological Parity,dp,2800,/problemset/problem/979/E
1448,4168,979D,Kuro and GCD and XOR and SUM,"binary search,bitmasks,brute force,data structures,dp,dsu,greedy,math,number theory,strings,trees",2200,/problemset/problem/979/D
1449,4167,979C,Kuro and Walking Route,"dfs and similar,trees",1600,/problemset/problem/979/C
1450,4166,979B,Treasure Hunt,greedy,1800,/problemset/problem/979/B
1451,4165,979A,"Pizza, Pizza, Pizza!!!",math,1000,/problemset/problem/979/A
1452,4164,978G,Petya's Exams,"greedy,implementation,sortings",1800,/problemset/problem/978/G
1453,4163,978F,Mentors,"binary search,data structures,implementation",1500,/problemset/problem/978/F
1454,4162,978E,Bus Video System,"combinatorics,math",1400,/problemset/problem/978/E
1455,4161,978D,Almost Arithmetic Progression,"brute force,implementation,math",1500,/problemset/problem/978/D
1456,4160,978C,Letters,"binary search,implementation,two pointers",1000,/problemset/problem/978/C
1457,4159,978B,File Name,"greedy,strings",700,/problemset/problem/978/B
1458,4158,978A,Remove Duplicates,implementation,800,/problemset/problem/978/A
1459,4157,977F,Consecutive Subsequence,dp,1700,/problemset/problem/977/F
1460,4156,977E,Cyclic Components,"dfs and similar,dsu,graphs",1500,/problemset/problem/977/E
1461,4155,977D,"Divide by three, multiply by two","dfs and similar,math,sortings",1400,/problemset/problem/977/D
1462,4154,977C,Less or Equal,sortings,1200,/problemset/problem/977/C
1463,4153,977B,Two-gram,"implementation,strings",900,/problemset/problem/977/B
1464,4152,977A,Wrong Subtraction,implementation,500,/problemset/problem/977/A
1465,4151,976F,Minimal k-covering,"flows,graphs",2500,/problemset/problem/976/F
1466,4150,976E,Well played!,"greedy,sortings",2100,/problemset/problem/976/E
1467,4149,976D,Degree Set,"constructive algorithms,graphs,implementation",2400,/problemset/problem/976/D
1468,4148,976C,Nested Segments,"greedy,implementation,sortings",1500,/problemset/problem/976/C
1469,4147,976B,Lara Croft and the New Game,"implementation,math",1300,/problemset/problem/976/B
1470,4146,976A,Minimum Binary Number,implementation,800,/problemset/problem/976/A
1471,4145,975E,Hag's Khashba,geometry,3000,/problemset/problem/975/E
1472,4144,975D,Ghosts,"geometry,math",2000,/problemset/problem/975/D
1473,4143,975C,Valhalla Siege,binary search,1400,/problemset/problem/975/C
1474,4142,975B,Mancala,"brute force,implementation",1200,/problemset/problem/975/B
1475,4141,975A,Aramic script,"implementation,strings",1000,/problemset/problem/975/A
1476,4140,967B,Watering System,"math,sortings",1000,/problemset/problem/967/B
1477,4139,967A,Mind the Gap,implementation,1200,/problemset/problem/967/A
1478,4138,965E,Short Code,"data structures,dp,greedy,strings,trees",2500,/problemset/problem/965/E
1479,4137,965D,Single-use Stones,"binary search,flows,greedy,two pointers",1900,/problemset/problem/965/D
1480,4136,965C,Greedy Arkady,math,1900,/problemset/problem/965/C
1481,4135,965B,Battleship,implementation,1300,/problemset/problem/965/B
1482,4134,965A,Paper Airplanes,math,900,/problemset/problem/965/A
1483,4133,964B,Messages,math,1300,/problemset/problem/964/B
1484,4132,964A,Splits,math,900,/problemset/problem/964/A
1485,4131,963E,Circles of Waiting,math,3100,/problemset/problem/963/E
1486,4130,963D,Frequency of String,"hashing,string suffix structures,strings",2400,/problemset/problem/963/D
1487,4129,963C,Cutting Rectangle,"brute force,math,number theory",2600,/problemset/problem/963/C
1488,4128,963B,Destruction of a Tree,"constructive algorithms,dfs and similar,dp,greedy,trees",2100,/problemset/problem/963/B
1489,4127,963A,Alternating Sum,"math,number theory",1800,/problemset/problem/963/A
1490,4126,962G,Visible Black Areas,"data structures,dsu,geometry,trees",2900,/problemset/problem/962/G
1491,4125,962F,Simple Cycles Edges,"dfs and similar,graphs,trees",2400,/problemset/problem/962/F
1492,4124,962E,"Byteland, Berland and Disputed Cities","constructive algorithms,greedy",2200,/problemset/problem/962/E
1493,4123,962D,Merge Equals,"data structures,implementation",1600,/problemset/problem/962/D
1494,4122,962C,Make a Square,"brute force,implementation,math",1400,/problemset/problem/962/C
1495,4121,962B,Students in Railway Carriage,"constructive algorithms,greedy,implementation",1300,/problemset/problem/962/B
1496,4120,962A,Equator,implementation,1300,/problemset/problem/962/A
1497,4119,961G,Partitions,"combinatorics,math,number theory",2700,/problemset/problem/961/G
1498,4118,961F,k-substrings,"binary search,hashing,string suffix structures",2700,/problemset/problem/961/F
1499,4117,961E,Tufurama,data structures,1900,/problemset/problem/961/E
1500,4116,961D,Pair Of Lines,geometry,1900,/problemset/problem/961/D
1501,4115,961C,Chessboard,"bitmasks,brute force,implementation",1400,/problemset/problem/961/C
1502,4114,961B,Lecture Sleep,"data structures,dp,implementation,two pointers",1300,/problemset/problem/961/B
1503,4113,961A,Tetris,implementation,900,/problemset/problem/961/A
1504,4112,960H,Santa's Gift,"data structures,trees",3000,/problemset/problem/960/H
1505,4111,960G,Bandit Blues,"combinatorics,dp,fft,math",2800,/problemset/problem/960/G
1506,4110,960F,Pathwalks,"data structures,dp,graphs",2000,/problemset/problem/960/F
1507,4109,960E,Alternating Tree,"combinatorics,dfs and similar,divide and conquer,dp,probabilities,trees",2200,/problemset/problem/960/E
1508,4108,960D,Full Binary Tree Queries,"brute force,implementation,trees",2100,/problemset/problem/960/D
1509,4107,960C,Subsequence Counting,"bitmasks,constructive algorithms,greedy,implementation",1700,/problemset/problem/960/C
1510,4106,960B,Minimize the error,"data structures,greedy,sortings",1500,/problemset/problem/960/B
1511,4105,960A,Check the string,implementation,1200,/problemset/problem/960/A
1512,4104,959F,Mahmoud and Ehab and yet another xor task,"bitmasks,dp,math,matrices",2600,/problemset/problem/959/F
1513,4103,959E,Mahmoud and Ehab and the xor-MST,"bitmasks,dp,graphs,implementation,math",1900,/problemset/problem/959/E
1514,4102,959D,Mahmoud and Ehab and another array construction task,"constructive algorithms,greedy,math,number theory",2000,/problemset/problem/959/D
1515,4101,959C,Mahmoud and Ehab and the wrong algorithm,"constructive algorithms,trees",1500,/problemset/problem/959/C
1516,4100,959B,Mahmoud and Ehab and the message,"dsu,greedy,implementation",1300,/problemset/problem/959/B
1517,4099,959A,Mahmoud and Ehab and the even-odd game,"games,math",600,/problemset/problem/959/A
1518,4098,958F3,Lightsabers (hard),fft,2600,/problemset/problem/958/F3
1519,4097,958F2,Lightsabers (medium),"binary search,two pointers",1900,/problemset/problem/958/F2
1520,4096,958F1,Lightsabers (easy),implementation,1700,/problemset/problem/958/F1
